GEPS WMS Empty Locations Report,,,
,,,
organization code,Sub Inventory Code,LOCATOR,Quantity 
ÿ H03,ÿNON-CAP,A.38.OA.01.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.01.01.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.04.03.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.01.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.02.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.03.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.03.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.04.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.05.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.06.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.06.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.07.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.08.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.09.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0A.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.01.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.01.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.02.IN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.02.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.03.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.03.IL,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.03.KR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.03.TW,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.03.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.04.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.05.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.05.IN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.05.IT,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.05.KR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.05.PR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.05.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.06.KR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.06.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.06.TW,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.06.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.07.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.08.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.09.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.0B.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0B.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0C.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0C.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0D.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0D.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0E.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0E.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0F.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0F.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0I.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0I.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0J.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.0J.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.6.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.A.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.B.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.C.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.D.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.5.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.E.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.6.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.F.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.G.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.G.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.G.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.G.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.G.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.G.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.G.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.G.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.G.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.G.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.H.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.H.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.H.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.H.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.H.5.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.H.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.H.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.I.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.I.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.I.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.I.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.I.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.I.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.I.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.I.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.I.6.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.I.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.I.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.J.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.J.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.J.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.J.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.J.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.39.J.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.1.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.1.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.1.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.1.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.2.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.2.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.2.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.2.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.A.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.1.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.1.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.1.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.1.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.2.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.2.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.2.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.2.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.6.PR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.B.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.1.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.1.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.1.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.1.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.2.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.2.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.2.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.2.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.C.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.1.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.1.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.1.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.1.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.2.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.2.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.2.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.2.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.D.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.1.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.1.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.1.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.1.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.2.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.2.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.2.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.2.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.E.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.F.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.F.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.F.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.F.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.F.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.F.6.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.F.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.G.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.G.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.G.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.G.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.G.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.G.4.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.G.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.G.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.G.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.H.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.I.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.1.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.2.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.3.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.4.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.5.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.6.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.7.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.8.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.4.J.9.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.04.03.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.01.CA,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.01.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.01.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.01.KR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.01.SI,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.01.TH,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.02.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.03.CA,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.03.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.03.KR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.03.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.04.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.05.HU,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.05.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.06.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.07.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.08.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.09.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0A.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.CA,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.DE,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.GB,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.IT,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.JP,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.KR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.RS,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.TH,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.TW,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.01.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.02.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.02.PH,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.02.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.03.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.03.FR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.03.KR,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.03.MX,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.03.TW,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.03.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.04.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.04.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.05.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.05.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.06.CA,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.06.CN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.06.IN,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.06.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.07.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.08.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.09.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.10.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0B.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0C.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0C.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0D.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0D.12.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0E.11.US,ÿÿ0 
ÿ H03,ÿNON-CAP,A.40.0E.12.US,ÿÿ0 
